Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
3476,69,7,2015-09-13,0.0,0,0,0,c,c,1130.0,7.2247043363994745,2008.6688567674114,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
3477,70,7,2015-09-13,0.0,0,0,0,c,c,4840.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3478,71,7,2015-09-13,0.0,0,0,0,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec"
3479,72,7,2015-09-13,0.0,0,0,0,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3480,73,7,2015-09-13,0.0,0,0,0,a,c,1650.0,9.0,2008.0,0,0.0,0.0,0
3481,74,7,2015-09-13,0.0,0,0,0,a,a,330.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3482,75,7,2015-09-13,0.0,0,0,0,d,c,22440.0,12.0,2013.0,0,0.0,0.0,0
3483,76,7,2015-09-13,0.0,0,0,0,d,c,19960.0,3.0,2006.0,0,0.0,0.0,0
3484,77,7,2015-09-13,0.0,0,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
3485,79,7,2015-09-13,0.0,0,0,0,a,a,3320.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3486,80,7,2015-09-13,0.0,0,0,0,d,a,7910.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3487,81,7,2015-09-13,0.0,0,0,0,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3488,82,7,2015-09-13,0.0,0,0,0,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
3489,83,7,2015-09-13,0.0,0,0,0,a,a,2710.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3490,84,7,2015-09-13,0.0,0,0,0,a,c,11810.0,8.0,2014.0,0,0.0,0.0,0
3491,86,7,2015-09-13,0.0,0,0,0,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
3492,89,7,2015-09-13,0.0,0,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3493,90,7,2015-09-13,0.0,0,0,0,a,a,330.0,11.0,2007.0,0,0.0,0.0,0
3494,91,7,2015-09-13,0.0,0,0,0,c,a,2410.0,7.2247043363994745,2008.6688567674114,1,35.0,2011.0,"Jan,Apr,Jul,Oct"
3495,92,7,2015-09-13,0.0,0,0,0,c,a,240.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
3496,93,7,2015-09-13,0.0,0,0,0,a,a,16690.0,7.2247043363994745,2008.6688567674114,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3497,94,7,2015-09-13,0.0,0,0,0,d,c,14620.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3498,98,7,2015-09-13,0.0,0,0,0,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
3499,99,7,2015-09-13,0.0,0,0,0,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
3500,100,7,2015-09-13,0.0,0,0,0,d,a,17930.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3501,101,7,2015-09-13,0.0,0,0,0,d,c,2440.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
3502,102,7,2015-09-13,0.0,0,0,0,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
3503,105,7,2015-09-13,0.0,0,0,0,a,c,6190.0,7.2247043363994745,2008.6688567674114,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
3504,107,7,2015-09-13,0.0,0,0,0,a,a,1930.0,9.0,2009.0,0,0.0,0.0,0
3505,108,7,2015-09-13,0.0,0,0,0,d,c,2190.0,9.0,2003.0,0,0.0,0.0,0
3506,109,7,2015-09-13,0.0,0,0,0,a,c,3300.0,11.0,2010.0,0,0.0,0.0,0
3507,110,7,2015-09-13,0.0,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,0
3508,111,7,2015-09-13,0.0,0,0,0,d,c,7890.0,7.2247043363994745,2008.6688567674114,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
3509,112,7,2015-09-13,0.0,0,0,0,a,a,1630.0,9.0,2009.0,0,0.0,0.0,0
3510,113,7,2015-09-13,0.0,0,0,0,d,c,20930.0,11.0,1999.0,0,0.0,0.0,0
3511,115,7,2015-09-13,0.0,0,0,0,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3512,117,7,2015-09-13,0.0,0,0,0,a,a,3450.0,9.0,2011.0,0,0.0,0.0,0
3513,118,7,2015-09-13,0.0,0,0,0,d,c,3580.0,9.0,2012.0,0,0.0,0.0,0
3514,119,7,2015-09-13,0.0,0,0,0,a,c,2100.0,2.0,2010.0,0,0.0,0.0,0
3515,120,7,2015-09-13,0.0,0,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
3516,122,7,2015-09-13,1.0,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,0
3517,124,7,2015-09-13,0.0,0,0,0,a,a,1410.0,4.0,2003.0,0,0.0,0.0,0
3518,126,7,2015-09-13,0.0,0,0,0,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
3519,127,7,2015-09-13,0.0,0,0,0,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3520,128,7,2015-09-13,0.0,0,0,0,d,c,2000.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
3521,129,7,2015-09-13,0.0,0,0,0,a,a,2460.0,7.2247043363994745,2008.6688567674114,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3522,130,7,2015-09-13,0.0,0,0,0,c,a,900.0,7.2247043363994745,2008.6688567674114,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3523,131,7,2015-09-13,0.0,0,0,0,c,a,920.0,7.0,2015.0,0,0.0,0.0,0
3524,132,7,2015-09-13,0.0,0,0,0,d,c,1040.0,7.2247043363994745,2008.6688567674114,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
3525,135,7,2015-09-13,0.0,0,0,0,d,a,5190.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
3526,136,7,2015-09-13,0.0,0,0,0,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
3527,137,7,2015-09-13,0.0,0,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3528,139,7,2015-09-13,0.0,0,0,0,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3529,140,7,2015-09-13,0.0,0,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
3530,141,7,2015-09-13,0.0,0,0,0,c,c,1540.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
3531,142,7,2015-09-13,0.0,0,0,0,a,a,1090.0,7.0,2002.0,0,0.0,0.0,0
3532,143,7,2015-09-13,0.0,0,0,0,d,a,2930.0,12.0,2002.0,0,0.0,0.0,0
3533,144,7,2015-09-13,0.0,0,0,0,a,c,16570.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3534,145,7,2015-09-13,0.0,0,0,0,a,a,280.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
3535,146,7,2015-09-13,0.0,0,0,0,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
3536,147,7,2015-09-13,0.0,0,0,0,d,c,8540.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3537,149,7,2015-09-13,0.0,0,0,0,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3538,150,7,2015-09-13,0.0,0,0,0,c,c,31830.0,3.0,2010.0,0,0.0,0.0,0
3539,152,7,2015-09-13,0.0,0,0,0,a,a,1780.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3540,153,7,2015-09-13,0.0,0,0,0,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
3541,154,7,2015-09-13,0.0,0,0,0,d,c,16420.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3542,155,7,2015-09-13,0.0,0,0,0,d,a,3050.0,7.2247043363994745,2008.6688567674114,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
3543,157,7,2015-09-13,0.0,0,0,0,a,c,2950.0,10.0,2004.0,0,0.0,0.0,0
3544,158,7,2015-09-13,0.0,0,0,0,d,c,11840.0,7.2247043363994745,2008.6688567674114,1,31.0,2009.0,"Feb,May,Aug,Nov"
3545,159,7,2015-09-13,0.0,0,0,0,d,a,8530.0,3.0,2013.0,0,0.0,0.0,0
3546,160,7,2015-09-13,0.0,0,0,0,d,c,17110.0,11.0,2005.0,0,0.0,0.0,0
3547,161,7,2015-09-13,0.0,0,0,0,a,c,2970.0,3.0,2005.0,0,0.0,0.0,0
3548,162,7,2015-09-13,0.0,0,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3549,164,7,2015-09-13,0.0,0,0,0,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3550,165,7,2015-09-13,0.0,0,0,0,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3551,166,7,2015-09-13,0.0,0,0,0,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
3552,168,7,2015-09-13,0.0,0,0,0,a,a,12540.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3553,169,7,2015-09-13,0.0,0,0,0,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
3554,170,7,2015-09-13,0.0,0,0,0,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3555,171,7,2015-09-13,0.0,0,0,0,a,a,2640.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3556,172,7,2015-09-13,0.0,0,0,0,a,a,110.0,7.2247043363994745,2008.6688567674114,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3557,174,7,2015-09-13,0.0,0,0,0,a,a,13090.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
3558,175,7,2015-09-13,0.0,0,0,0,c,a,4130.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3559,176,7,2015-09-13,0.0,0,0,0,a,a,3770.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3560,179,7,2015-09-13,0.0,0,0,0,a,c,480.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3561,180,7,2015-09-13,0.0,0,0,0,d,a,5800.0,9.0,2010.0,0,0.0,0.0,0
3562,181,7,2015-09-13,0.0,0,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3563,182,7,2015-09-13,0.0,0,0,0,d,c,1390.0,7.2247043363994745,2008.6688567674114,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
3564,183,7,2015-09-13,0.0,0,0,0,a,a,9670.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3565,184,7,2015-09-13,0.0,0,0,0,d,c,3560.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3566,186,7,2015-09-13,0.0,0,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3567,187,7,2015-09-13,0.0,0,0,0,a,c,19360.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3568,188,7,2015-09-13,0.0,0,0,0,d,a,850.0,7.2247043363994745,2008.6688567674114,1,18.0,2011.0,"Feb,May,Aug,Nov"
3569,189,7,2015-09-13,0.0,0,0,0,d,a,5760.0,7.0,2014.0,0,0.0,0.0,0
3570,190,7,2015-09-13,0.0,0,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3571,191,7,2015-09-13,0.0,0,0,0,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3572,192,7,2015-09-13,0.0,0,0,0,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3573,193,7,2015-09-13,0.0,0,0,0,a,a,520.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3574,194,7,2015-09-13,0.0,0,0,0,d,c,16970.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Feb,May,Aug,Nov"
3575,195,7,2015-09-13,0.0,0,0,0,a,c,220.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3576,197,7,2015-09-13,0.0,0,0,0,c,a,4210.0,3.0,2015.0,0,0.0,0.0,0
3577,199,7,2015-09-13,0.0,0,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
3578,200,7,2015-09-13,0.0,0,0,0,a,a,1650.0,10.0,2000.0,0,0.0,0.0,0
3579,201,7,2015-09-13,0.0,0,0,0,d,a,20260.0,7.2247043363994745,2008.6688567674114,1,18.0,2014.0,"Mar,Jun,Sept,Dec"
3580,202,7,2015-09-13,0.0,0,0,0,d,c,5140.0,5.0,2010.0,0,0.0,0.0,0
3581,204,7,2015-09-13,0.0,0,0,0,a,a,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3582,206,7,2015-09-13,0.0,0,0,0,a,c,380.0,7.2247043363994745,2008.6688567674114,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
3583,207,7,2015-09-13,0.0,0,0,0,a,a,6870.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3584,209,7,2015-09-13,1.0,0,0,0,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
3585,210,7,2015-09-13,0.0,0,0,0,d,a,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
3586,212,7,2015-09-13,0.0,0,0,0,a,c,15050.0,9.0,2008.0,0,0.0,0.0,0
3587,213,7,2015-09-13,0.0,0,0,0,d,c,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
3588,214,7,2015-09-13,0.0,0,0,0,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
3589,215,7,2015-09-13,0.0,0,0,0,d,a,150.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
3590,216,7,2015-09-13,0.0,0,0,0,c,a,190.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
3591,217,7,2015-09-13,0.0,0,0,0,c,a,3150.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3592,218,7,2015-09-13,0.0,0,0,0,a,c,640.0,7.2247043363994745,2008.6688567674114,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
3593,219,7,2015-09-13,0.0,0,0,0,a,a,1640.0,2.0,2013.0,0,0.0,0.0,0
3594,220,7,2015-09-13,0.0,0,0,0,a,a,1000.0,9.0,2008.0,0,0.0,0.0,0
3595,221,7,2015-09-13,0.0,0,0,0,d,c,13530.0,9.0,2013.0,0,0.0,0.0,0
3596,224,7,2015-09-13,0.0,0,0,0,d,c,7930.0,7.2247043363994745,2008.6688567674114,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
3597,226,7,2015-09-13,0.0,0,0,0,a,a,450.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3598,227,7,2015-09-13,0.0,0,0,0,a,a,2370.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3599,228,7,2015-09-13,0.0,0,0,0,d,c,10800.0,7.2247043363994745,2008.6688567674114,1,18.0,2011.0,"Feb,May,Aug,Nov"
3600,229,7,2015-09-13,0.0,0,0,0,d,c,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3601,230,7,2015-09-13,0.0,0,0,0,d,c,6680.0,9.0,2013.0,0,0.0,0.0,0
3602,231,7,2015-09-13,0.0,0,0,0,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov"
3603,233,7,2015-09-13,0.0,0,0,0,a,a,1890.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3604,234,7,2015-09-13,0.0,0,0,0,d,a,4370.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3605,235,7,2015-09-13,0.0,0,0,0,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
3606,238,7,2015-09-13,0.0,0,0,0,a,a,320.0,7.2247043363994745,2008.6688567674114,1,45.0,2009.0,"Feb,May,Aug,Nov"
3607,239,7,2015-09-13,0.0,0,0,0,d,c,610.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3608,241,7,2015-09-13,0.0,0,0,0,d,c,780.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3609,242,7,2015-09-13,0.0,0,0,0,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3610,243,7,2015-09-13,0.0,0,0,0,a,a,310.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Feb,May,Aug,Nov"
3611,244,7,2015-09-13,0.0,0,0,0,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
3612,245,7,2015-09-13,0.0,0,0,0,a,c,1310.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3613,246,7,2015-09-13,0.0,0,0,0,c,a,4660.0,4.0,2013.0,0,0.0,0.0,0
3614,247,7,2015-09-13,0.0,0,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
3615,248,7,2015-09-13,0.0,0,0,0,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
3616,249,7,2015-09-13,0.0,0,0,0,d,c,18010.0,9.0,2014.0,0,0.0,0.0,0
3617,250,7,2015-09-13,0.0,0,0,0,d,a,3520.0,7.2247043363994745,2008.6688567674114,1,18.0,2012.0,"Feb,May,Aug,Nov"
3618,251,7,2015-09-13,0.0,0,0,0,a,c,340.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3619,252,7,2015-09-13,0.0,0,0,0,d,c,22330.0,7.2247043363994745,2008.6688567674114,1,5.0,2010.0,"Feb,May,Aug,Nov"
3620,253,7,2015-09-13,0.0,0,0,0,a,c,250.0,7.2247043363994745,2008.6688567674114,1,5.0,2013.0,"Feb,May,Aug,Nov"
3621,254,7,2015-09-13,0.0,0,0,0,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
3622,255,7,2015-09-13,0.0,0,0,0,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov"
3623,256,7,2015-09-13,0.0,0,0,0,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
3624,258,7,2015-09-13,0.0,0,0,0,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
3625,259,7,2015-09-13,1.0,0,0,0,b,b,210.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3626,262,7,2015-09-13,1.0,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,0
3627,263,7,2015-09-13,0.0,0,0,0,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3628,265,7,2015-09-13,0.0,0,0,0,a,a,4580.0,7.2247043363994745,2008.6688567674114,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
3629,267,7,2015-09-13,0.0,0,0,0,c,a,2460.0,1.0,2012.0,0,0.0,0.0,0
3630,268,7,2015-09-13,0.0,0,0,0,a,a,4520.0,2.0,2014.0,0,0.0,0.0,0
3631,269,7,2015-09-13,0.0,0,0,0,a,c,60.0,6.0,2015.0,0,0.0,0.0,0
3632,272,7,2015-09-13,0.0,0,0,0,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3633,273,7,2015-09-13,0.0,0,0,0,a,c,8480.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3634,274,7,2015-09-13,1.0,0,0,0,b,b,3640.0,7.2247043363994745,2008.6688567674114,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
3635,275,7,2015-09-13,0.0,0,0,0,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3636,277,7,2015-09-13,0.0,0,0,0,d,c,7840.0,7.2247043363994745,2008.6688567674114,1,31.0,2009.0,"Feb,May,Aug,Nov"
3637,278,7,2015-09-13,0.0,0,0,0,a,c,9260.0,2.0,2010.0,0,0.0,0.0,0
3638,279,7,2015-09-13,0.0,0,0,0,d,c,2320.0,7.2247043363994745,2008.6688567674114,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
3639,280,7,2015-09-13,0.0,0,0,0,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
3640,281,7,2015-09-13,0.0,0,0,0,d,c,6970.0,9.0,2011.0,0,0.0,0.0,0
3641,283,7,2015-09-13,0.0,0,0,0,a,a,2260.0,7.2247043363994745,2008.6688567674114,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3642,284,7,2015-09-13,0.0,0,0,0,d,a,1290.0,7.2247043363994745,2008.6688567674114,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3643,285,7,2015-09-13,0.0,0,0,0,a,a,2410.0,7.2247043363994745,2008.6688567674114,0,0.0,0.0,0
3644,287,7,2015-09-13,0.0,0,0,0,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3645,288,7,2015-09-13,0.0,0,0,0,d,a,800.0,7.2247043363994745,2008.6688567674114,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
3646,289,7,2015-09-13,0.0,0,0,0,d,a,6540.0,12.0,2007.0,0,0.0,0.0,0
3647,290,7,2015-09-13,0.0,0,0,0,a,a,4150.0,5.0,2001.0,0,0.0,0.0,0
3648,294,7,2015-09-13,0.0,0,0,0,a,a,3150.0,5.0,2005.0,0,0.0,0.0,0
3649,295,7,2015-09-13,0.0,0,0,0,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
3650,296,7,2015-09-13,0.0,0,0,0,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
3651,297,7,2015-09-13,0.0,0,0,0,a,a,2300.0,9.0,2010.0,0,0.0,0.0,0
3652,298,7,2015-09-13,0.0,0,0,0,d,a,19840.0,7.0,2009.0,0,0.0,0.0,0
3653,299,7,2015-09-13,1.0,0,0,0,d,c,38630.0,9.0,2012.0,0,0.0,0.0,0
3654,300,7,2015-09-13,0.0,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
3655,301,7,2015-09-13,0.0,0,0,0,a,c,4510.0,3.0,2015.0,0,0.0,0.0,0
3656,302,7,2015-09-13,0.0,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
3657,303,7,2015-09-13,0.0,0,0,0,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
3658,304,7,2015-09-13,0.0,0,0,0,a,a,1950.0,7.0,2015.0,0,0.0,0.0,0
3659,305,7,2015-09-13,0.0,0,0,0,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec"
3660,306,7,2015-09-13,0.0,0,0,0,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
3661,308,7,2015-09-13,0.0,0,0,0,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
3662,309,7,2015-09-13,0.0,0,0,0,d,a,8740.0,7.2247043363994745,2008.6688567674114,1,37.0,2009.0,"Feb,May,Aug,Nov"
3663,310,7,2015-09-13,1.0,0,0,0,a,c,2290.0,7.2247043363994745,2008.6688567674114,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
3664,311,7,2015-09-13,0.0,0,0,0,a,c,680.0,7.0,2005.0,0,0.0,0.0,0
3665,312,7,2015-09-13,0.0,0,0,0,d,a,11300.0,3.0,2012.0,0,0.0,0.0,0
3666,314,7,2015-09-13,0.0,0,0,0,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
3667,315,7,2015-09-13,0.0,0,0,0,a,c,38710.0,4.0,2013.0,0,0.0,0.0,0
3668,316,7,2015-09-13,0.0,0,0,0,d,a,9000.0,8.0,2001.0,0,0.0,0.0,0
3669,317,7,2015-09-13,0.0,0,0,0,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
3670,319,7,2015-09-13,0.0,0,0,0,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
3671,320,7,2015-09-13,0.0,0,0,0,a,c,210.0,9.0,2012.0,0,0.0,0.0,0
3672,323,7,2015-09-13,0.0,0,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
3673,325,7,2015-09-13,0.0,0,0,0,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
3674,326,7,2015-09-13,0.0,0,0,0,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
3675,328,7,2015-09-13,0.0,0,0,0,a,a,3130.0,7.0,2002.0,0,0.0,0.0,0
3676,329,7,2015-09-13,0.0,0,0,0,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
3677,330,7,2015-09-13,0.0,0,0,0,a,c,370.0,7.2247043363994745,2008.6688567674114,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
3678,331,7,2015-09-13,0.0,0,0,0,a,c,670.0,7.2247043363994745,2008.6688567674114,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
3679,333,7,2015-09-13,0.0,0,0,0,a,c,3720.0,2.0,2010.0,0,0.0,0.0,0
3680,334,7,2015-09-13,0.0,0,0,0,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec"
3681,335,7,2015-09-13,1.0,0,0,0,b,a,90.0,7.2247043363994745,2008.6688567674114,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
3682,336,7,2015-09-13,0.0,0,0,0,a,a,190.0,7.0,2014.0,0,0.0,0.0,0
3683,337,7,2015-09-13,0.0,0,0,0,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
